Wall time,Step,Value
1760643598.9101605,320,-6.002900123596191
1760643601.1234694,640,7.999599933624268
1760643603.3379195,960,7.9994001388549805
1760643605.5455873,1280,7.998799800872803
1760643607.8920612,1600,-6.002900123596191
1760643610.087528,1920,7.9984002113342285
1760643612.2777238,2240,7.999499797821045
1760643614.4617057,2560,7.999499797821045
1760643616.6624916,2880,7.999300003051758
1760643618.8580382,3200,-6.002900123596191
1760643621.0685437,3520,7.999599933624268
1760643623.3641274,3840,7.9994001388549805
1760643625.6237168,4160,7.998499870300293
1760643627.8612313,4480,7.999499797821045
1760643630.1000502,4800,7.998000144958496
1760643632.346844,5120,7.999599933624268
1760643638.0401378,5760,7.9994001388549805
1760643640.2241626,6080,7.998899936676025
1760643642.383382,6400,7.996099948883057
1760643644.529787,6720,7.997099876403809
1760643646.7005985,7040,-22.50690269470215
1760643648.878068,7360,-6.006899833679199
1760643651.0468981,7680,-6.006899833679199
1760643653.3410501,8000,7.9953999519348145
1760643655.5070608,8320,-9.50689697265625
1760643657.6715221,8640,7.994800090789795
1760643659.859811,8960,-10.006900787353516
1760643662.0601554,9280,7.998700141906738
1760643664.2543907,9600,7.996399879455566
1760643666.4994488,9920,7.998000144958496
1760643668.7211733,10240,7.997099876403809
1760643673.2556121,10710,9.965099334716797
1760643675.5483513,11030,9.969599723815918
1760643677.8380713,11350,-8.152290344238281
1760643680.1124766,11670,4.475800514221191
1760643682.4792032,11990,7.986700057983398
1760643684.750753,12310,9.972000122070312
1760643687.0343955,12630,4.977700710296631
1760643689.309996,12950,9.988699913024902
1760643691.6177683,13270,9.979499816894531
1760643693.9151351,13590,9.42770004272461
1760643696.2448282,13910,6.974100112915039
1760643698.633979,14230,6.388000011444092
1760643701.0231068,14550,7.429900169372559
1760643703.3797448,14870,7.852100372314453
1760643705.7500098,15190,6.9654998779296875
1760643708.1450562,15510,9.986299514770508
1760643710.5172122,15830,9.955100059509277
1760643713.0996852,16150,9.988300323486328
1760643715.4717858,16470,7.96560001373291
1760643717.9313335,16790,9.938300132751465
1760643722.080127,17210,5.461600303649902
1760643724.3169165,17530,9.926799774169922
1760643726.6771598,17850,9.933799743652344
1760643728.9070015,18170,-18.270898818969727
1760643731.139843,18490,9.958600044250488
1760643733.3969955,18810,9.968400001525879
1760643735.6319294,19130,5.847903251647949
1760643737.862762,19450,9.958600044250488
1760643740.105747,19770,9.953999519348145
1760643742.4677505,20090,9.94379997253418
1760643744.7056704,20410,9.967999458312988
1760643746.941482,20730,9.94219970703125
1760643749.1790788,21050,9.96969985961914
1760643751.4135015,21370,9.966599464416504
1760643756.9291718,21970,9.95889949798584
1760643759.1525314,22290,9.918600082397461
1760643761.3935225,22610,9.953399658203125
1760643763.6380513,22930,9.944199562072754
1760643765.8864908,23250,9.96049976348877
1760643768.1176379,23570,9.953699111938477
1760643770.3550067,23890,9.956399917602539
1760643772.6641083,24210,9.964599609375
1760643774.9312947,24530,9.939499855041504
1760643777.140808,24850,9.965099334716797
1760643779.4073222,25170,9.95199966430664
1760643781.6536462,25490,9.965299606323242
1760643783.8895845,25810,9.964900016784668
1760643789.0358267,26300,9.960700035095215
1760643791.5930698,26620,7.465399742126465
1760643794.184743,26940,7.941300392150879
1760643796.6681435,27260,9.966699600219727
