#{"t_start": 1760542742.0970132, "env_id": "None"}
r,l,t
7.9995,6,28.68022
7.9995,6,28.68022
7.9994,7,28.956144
7.9990997,10,29.02837
7.9996,5,29.02837
7.9995,6,29.098975
7.9989,12,29.374772
7.9996,5,29.374772
-6.0029,30,29.374772
7.9996,5,29.374772
7.9986,15,29.447624
7.9989,12,29.507921
7.9992,9,29.581971
7.9995,6,29.793851
7.9996,5,29.793851
7.9994,7,29.866347
7.9996,5,29.942237
7.9992,9,30.002669
7.9991,10,30.072454
7.9995,6,30.361445
7.9983,18,30.361445
7.9996,5,30.361445
-6.0029,30,30.427681
7.9996,5,30.696582
-6.0029,30,30.768865
7.9995,6,30.768865
7.9993,8,30.907293
7.9994,7,30.907293
7.9994,7,31.167305
7.9995,6,31.167305
7.9995,6,31.301867
-6.0029,30,31.577908
7.9994,7,31.646678
7.9995,6,31.714942
7.9992,9,31.784128
-6.0029,30,31.853743
-6.5029,30,31.853743
-6.0029,30,31.923437
7.9996,5,31.923437
-6.0029,30,32.129974
7.9994,7,32.129974
7.9995,6,32.348774
7.9993997,7,32.348774
7.9995,6,32.556201
-6.0029,30,32.82847
7.9994,7,32.82847
7.9986,15,32.965909
-6.0029,30,32.965909
7.9996,5,33.169647
7.9996,5,33.169647
7.9996,5,33.506996
7.9996,5,33.506996
-6.0029,30,33.774673
-6.0029,30,33.839968
7.9988,13,33.84102
-6.0029,30,33.911218
7.9995,6,33.911218
-6.0029,30,34.183458
7.9993,8,34.328069
-6.0029,30,34.387985
7.9992,9,34.457391
-7.0029,30,34.618498
7.999,11,34.618498
7.9991,10,34.618498
7.9994,7,34.688925
7.9995,6,34.825318
-6.0029,30,35.035955
7.9995,6,35.035955
7.9995,6,35.106768
7.9993,8,35.175647
7.9995,6,35.243756
7.9994,7,35.511752
7.9994,7,35.511752
-6.0029,30,35.575768
7.9995,6,35.642815
7.9993,8,35.642815
7.9994,7,35.982071
-6.0029,30,35.982071
7.9995,6,36.050498
7.9994,7,36.119872
7.9977,24,36.120868
-6.0029,30,36.391642
7.9994,7,36.463726
7.9994,7,36.524668
7.9986,15,36.524668
7.9994,7,36.596868
7.9991,10,36.6671
-6.0029,30,36.6671
7.9993,8,36.6671
7.9993997,7,36.899922
7.9996,5,36.899922
7.9995,6,36.899922
7.9994,7,37.030837
7.9996,5,37.031834
7.9996,5,37.238014
-6.0029,30,37.238014
7.9995,6,37.307882
7.9994,7,37.37797
7.9994,7,37.517853
7.9994,7,37.518851
7.9995,6,37.657715
-8.0029,30,37.657715
7.9995,6,37.798285
7.9993,8,37.798285
7.9995,6,37.937164
7.999,11,38.084058
7.9994,7,38.156744
7.9993,8,38.226561
7.9993997,7,38.286855
7.9996,5,38.286855
7.9994,7,38.286855
7.9993,8,38.616808
7.9996,5,38.616808
7.9993,8,38.685344
-6.0029,30,38.686403
-6.0029,30,38.75254
-6.5029,30,38.75254
7.9989,12,39.124986
7.9993,8,39.192702
7.9994,7,39.262139
7.9991,10,39.397609
7.9991,10,39.465701
-6.0029,30,39.589913
7.9995,6,39.668734
7.9992,9,39.735593
7.9994,7,39.859587
7.9995,6,40.004349
7.9992,9,40.070667
-6.0029,30,40.27811
7.9997,4,40.27811
-6.0029,30,40.339556
7.9994,7,40.339556
7.9992,9,40.339556
7.9996,5,40.614739
-6.0029,30,40.688311
7.9995,6,40.688311
7.9995,6,40.759614
-6.5029,30,40.759614
7.9995,6,40.759614
7.9991,10,40.759614
7.9996,5,41.031636
7.9995,6,41.10495
7.9995,6,41.202153
7.9993,8,41.202153
7.9995,6,41.202153
7.9995,6,41.202153
7.9995,6,41.202153
-6.0029,30,41.26435
7.9996,5,41.559459
7.9995,6,41.560537
7.9995,6,41.634442
7.9994,7,41.697001
7.9982,19,41.697001
7.9993997,7,41.697001
-6.0029,30,41.770416
7.9988,13,41.981625
7.9995,6,41.983159
7.9994,7,42.056836
7.9988,13,42.118644
7.9989,12,42.118644
7.9994,7,42.19161
7.9993,8,42.19161
7.9993,8,42.548203
7.9995,6,42.548203
7.9994,7,42.609256
7.9995,6,42.609256
7.9992,9,42.679481
7.9987,14,42.752022
7.9992,9,42.823721
7.9994,7,43.028008
7.9994,7,43.099727
7.9994,7,43.099727
7.9992,9,43.170357
7.9995,6,43.231703
7.9976997,24,43.377284
7.9992,9,43.377284
7.9996,5,43.458009
7.9994,7,43.527726
7.9995,6,43.66778
7.9993,8,43.66778
7.9992,9,43.804337
-6.0029,30,43.804337
7.9992,9,44.000648
7.9993,8,44.068151
-8.0029,30,44.068151
7.9993,8,44.208177
7.9987,14,44.408901
7.9995,6,44.477027
7.9993997,7,44.54527
7.999,11,44.54527
7.9986,15,44.681351
-6.0029,30,44.748985
7.9995,6,44.948882
7.9995,6,44.948882
7.9989,12,45.020285
7.9994,7,45.157265
7.9995,6,45.157265
7.9995,6,45.362468
7.9987,14,45.362468
7.9986997,14,45.437732
-6.0029,30,45.437732
7.9994,7,45.498687
7.9996,5,45.498687
7.9991,10,45.665555
7.9996,5,45.74005
7.9995,6,45.812171
7.9997,4,45.812171
7.9996,5,45.812171
-6.0029,30,45.882044
7.9995,6,45.882044
7.9994,7,46.015764
7.9996,5,46.089249
-6.5029,30,46.089249
7.9996,5,46.16426
7.9995,6,46.226355
7.9985,16,46.300196
7.999,11,46.450832
7.9995,6,46.450832
7.9992,9,46.451873
7.9995,6,46.510734
7.9992,9,46.510734
7.9992,9,46.723405
7.9995,6,46.861085
7.9993,8,47.057402
7.9993,8,47.058413
7.9996,5,47.195829
7.9994,7,47.195829
7.9985,16,47.334242
7.9995,6,47.465626
7.9996,5,47.53711
7.9983,18,47.675408
7.9995,6,47.744504
7.999,11,47.8139
7.9991,10,47.894079
-6.0029,30,47.962994
7.9993,8,48.1057
7.9991,10,48.178488
7.9995,6,48.240529
-6.0029,30,48.240529
7.9993,8,48.240529
7.9993,8,48.311282
-6.0029,30,48.381886
7.9994,7,48.381886
